lead_underwriter,profile,en_name,stock_code,name,listing_date,establish_date,organization,instit_type,listing_price,scope,market
"中国银河证券有限责任公司,中国国际金融有限公司,中信证券股份有限公司","    中国国际航空股份有限公司的前身中国国际航空公司成立于1988年。根据国务院批准通过的《民航体制改革方案》,2002年10月11日,以中国国际航空公司为基础,联合中国航空总公司和中国西南航空公司,正式成立了中国航空集团公司,并以联合三方的航空运输资源为基础,组建了新的中国国际航空公司。2004年9月23日,中国航空集团公司、中国航空(集团)有限公司作为发起人,召开了中国国际航空股份有限公司的创立大会。2004年9月30日,经国务院国有资产监督管理委员会批准,中国国际航空股份有限公司在北京正式成立。",Air China Limited,中国国航(601111),中国国际航空股份有限公司,2006-08-18,2004-09-30,国有企业,其它,2.80,"国际、国内定期和不定期航空客、货、邮和行李运输业务;国内、国际公务飞行业务,飞机执管业务,航空器维修,航空公司间业务代理;与主营业务有关的地面服务和航空快递(信件和信件性质的物品除外);机上免税品;机上商品零售业务;航空意外保险销售代理;住宿,餐饮服务,酒店管理;承办展览展示;会议服务;商务服务;物业管理;设计、制作、代理、发布广告;技术培训;自有房屋出租;飞机出租,发动机出租,老旧零件出租;销售日用品、工艺品、纪念品;进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动。",上海证券交易所
,"    本公司前身为成都工益冶金股份有限公司,是1984年11月由成都无缝钢管厂发起,经成都市冶金工业公司1985年1月4日成冶(85)3号文批准,采取募集方式组建的股份制企业。,
    2002年8月8日,公司名称由""成都工益冶金股份有限公司""变更为""成都鹏博士科技股份有限公司"",英文名称由“Chengdu Gong Yi Metallurgical Stock Limited Company”变更为“Chengdu Dr.Peng Technology Co.,Ltd.”。,
    2008年6月27日,公司名称由""成都鹏博士科技股份有限公司""变更为""成都鹏博士电信传媒集团股份有限公司"",英文名称由“Chengdu Dr.Peng Technology Co.,Ltd.”变更为“Chengdu Dr.Peng Telecom and Media Group Co.,Ltd.”。,
    2013年9月,公司名称由""成都鹏博士电信传媒集团股份有限公司""变更为""鹏博士电信传媒集团股份有限公司"",英文名称由""Chengdu Dr.peng Telecom&Media Group Co.,ltd.""变更为""Dr.Peng Telecom&Media Group Co.,Ltd.""。","Dr.peng Telecom & Media Group Co.,ltd.",鹏博士(600804),鹏博士电信传媒集团股份有限公司,1994-01-03,1985-01-17,民营相对控股企业,其它,1.00,"计算机软件、通信产品的开发、生产、销售;计算机系统集成工程、技术咨询、技术服务、技术培训;机电设备、仪器仪表的生产、销售;实业投资,国内商业贸易(除国家专营、专卖、专控商品);电子出版物批发、零售;自营和代理各类商品和技术的进出口,但国家限定公司经营或禁止进出口的商品和技术除外。安全技术防范工程设计、施工;建筑智能化工程施工、电子工程施工;电子计算机整机制造,电子计算机外部设备制造,计算机及其辅助设备出租;因特网接入服务业务,信息服务业务;国内因特网虚拟专用网业务、因特网数据中心业务(凭许可证经营);移动通信转售业务(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",上海证券交易所
中国信达资产管理公司,"    江苏连云港港口股份有限公司于2001年09月25日经江苏省人民政府苏政复[2001]154号文批准,由连云港港务局(现已改制更名为连云港港口集团有限公司)、中国信达资产管理公司、兖州煤业股份有限公司、中国煤炭工业进出口集团连云港公司(现已改制更名为中煤连云港进出口有限公司)、中国连云港外轮代理公司(现已改制更名为中国连云港外轮代理有限公司)共同发起设立,2001年10月15日在江苏省工商行政管理局注册成立。","Jiangsu Lianyungang Port Co.,Ltd.",连云港(601008),江苏连云港港口股份有限公司,2007-04-26,2001-10-15,,其它,4.98,"许可经营项目:码头和其他港口设施经营;在港区内从事货物装卸、仓储经营;船舶港口服务业务经营(仅限为船舶提供岸电);普通货运,港口机械。一般经营项目:港口机械、设施、设备租赁、维修服务;实业投资;机械设备、电器设备制造、安装、维修;工索具制造、销售;散货包装服务。",上海证券交易所
福建省闽发证券有限责任公司,"    公司原名海南筑信投资股份有限公司,前身为第一投资招商股份有限公司,系经海南省股份制试点领导小组办公室1993年2月27日琼股办字[1993]31号文批准,于1993年5月由海南第一投资发展有限公司(后更名为""第一投资集团股份有限公司"")、联合海南川经协作贸易公司(后更名为""海南金川股份有限公司"")、海南凤凰机场总公司(后更名为""海南机场股份有限公司"")和海南光大国信房地产开发有限公司(后更名为""海南光大国际投资总公司"")共同发起,定向募集设立的股份有限公司。本公司于1993年5月12日在海南省工商行政管理局登记注册。本公司发行的社会公众股已于2002年8月6日在上海证券交易所挂牌上市交易。2008年7月,本公司名称由第一投资招商股份有限公司变更为海南筑信投资股份有限公司,2011年12月26日,公司名称变更为海南海岛建设股份有限公司。,
    2016年1月26日,公司名称由""海南海岛建设股份有限公司""变更为""海南海航基础设施投资集团股份有限公司"";英文名称由""Hainan Island Construction Co.,Ltd.""变更为""Hainan HNA Infrastructure Investment Group Co.,Ltd.""。","Hainan HNA Infrastructure Investment Group Co.,Ltd.",海航基础(600515),海南海航基础设施投资集团股份有限公司,2002-08-06,1993-05-12,民营企业,投资公司,4.60,"建设工程及房地产项目策划及咨询;项目投资可行性研究;房地产项目营销;房地产销售及信息咨询服务,房屋拆迁服务;房地产项目中介咨询服务;机场项目投资;机场改造;机场运营管理与国内外航空运输有关的地面服务;机场管理咨询服务;仓储业(非危险品);国内外航空运输业务的技术合作及咨询服务。",上海证券交易所
中信证券股份有限公司,"    2006年3月17日,公司前身大同市普康医药科技有限公司成立。,
    2013年8月20日,更名为西藏中卫康医药科技有限公司。,
    2014年4月9日，更名为西藏中卫信康医药科技发展有限公司。,
    2015年10月27日，更名为西藏卫信康医药有限公司。,
    2015年12月2日,公司整体变更设立股份公司,公司更名为西藏卫信康医药股份有限公司。","Tibet Weixinkang Medicine Co.,ltd.",卫信康(603676),西藏卫信康医药股份有限公司,2017-07-21,2006-03-17,民营企业,其它,5.53,"医药技术研发、技术咨询、技术服务、技术转让;药品技术的引进和推广;信息咨询、投资咨询(不含金融和经纪业务);企业管理咨询、会议主持、展示展览服务(不含大型演出)。【依法须经批准的项目,经相关部门批准后,方可经营该项活动】",上海证券交易所
光大证券股份有限公司,"    公司前身是锡山市江南阿科力树脂有限公司,1999年7月8日成立。后名称变更为无锡阿科力化工有限公司。,
    2013年10月14日,有限公司整体变更为无锡阿科力科技股份有限公司。","Wuxi Acryl Technology Co.,ltd.",阿科力(603722),无锡阿科力科技股份有限公司,2017-10-25,1999-07-08,民营企业,其它,11.24,"丙烯酸树脂、聚酯树脂、脂环族环氧树脂、改性环氧树脂、脂肪胺、聚酯光学材料的研发、生产、销售;国内贸易(不含国内限制及禁止类项目);自营和代理各类商品和技术的进出口业务(但国家限定公司经营或禁止进出口的商品及技术除外)。(依法须经批准的项目,经有关部门批准后方可开展经营活动)",上海证券交易所
民生证券股份有限公司,"    2005年8月15日,公司前身原尚涩泽物流(广州)有限公司成立。,
    2009年7月30日,原尚涩泽物流(广州)有限公司更名为原尚物流(广州)有限公司。,
    2010年9月6日,原尚物流(广州)有限公司更名为广东原尚物流股份有限公司。","Guangdong Gensho Logistics CO.,LTD.",原尚股份(603813),广东原尚物流股份有限公司,2017-09-18,2005-08-15,民营企业,其它,10.17,"装卸搬运和运输代理业(经营范围以审批机关核定的为准,依法须经批准的项目,经相关部门批准后方可开展经营活动)。",上海证券交易所
中信建投证券有限责任公司,    中国化学工程股份有限公司由中国化学工程集团公司、神华集团有限责任公司、中国中化集团公司发起成立。,"China National Chemical Engineering Co.,Ltd.",中国化学(601117),中国化学工程股份有限公司,2010-01-07,2008-09-23,国有企业,其它,5.43,"对外派遣实施与其实力、规模、业绩相适应的国外工程项目所需的劳务人员;建筑工程、基础设施工程和境外工程的承包;化工、石油、医药、电力、煤炭工业工程的承包;工程咨询、勘察、设计、施工及项目管理和服务;环境治理;技术研发及成果推广;管线、线路及设备成套的制造安装;进出口业务;房地产开发经营;工业装置和基础设施的投资和管理。(依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动)。",上海证券交易所
长江证券承销保荐有限公司,"    2006年8月21日,哈森商贸(中国)股份有限公司系由哈森商贸(中国)有限公司整体变更设立。,
    2011年12月8日,公司领取了江苏省苏州工商行政管理局核发的注册号为310115400202982的。","Harson Trading(china)co.,LTD.",哈森股份(603958),哈森商贸(中国)股份有限公司,2016-06-29,2006-08-21,中外合资企业,其它,9.15,"鞋、包、服装服饰及皮革制品的研发、设计、批发、零售、佣金代理(拍卖除外),上述产品及相关技术的进出口,并提供相关配套服务;道路普通货物运输。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",上海证券交易所
安信证券股份有限公司,"    本公司的前身为上海鸣志电器有限公司,成立于1998年7月7日。,
    2012年12月13日,公司由“上海鸣志电器有限公司”整体变更为“上海鸣志电器股份有限公司”。","Shanghai Moons' Electric Co.,Ltd.",鸣志电器(603728),上海鸣志电器股份有限公司,2017-05-09,1998-07-07,民营企业,其它,11.23,"生产传感器、步进电机、直流电机、仪动传感装置、销售自产产品,上述产品同类商品、进出口、佣金代理(拍卖除外),并提供相关配套服务(不涉及国营贸易管理商品,涉及配额、许可证管理商品的,按国家有关规定办理申请)。【依法须经批准的项目,经相关部门批准后方可开展经营活动】",上海证券交易所
瑞银证券有限责任公司,"    公司是由贵人鸟中国整体变更设立的中外合资股份有限公司。2011年3月21日,福建省对外贸易经济合作厅作出(闽外经贸外资[2011]118号),同意贵鸟中国以截至2010年12月31日经审计的净资产570,839,564.58元中的52,500万元按1:1的比例折合52,500万股,余额45,839,564.58元转为公司资本公积金,改制设立为股份有限公司。2011年3月31日,本公司在福建省工商行政管理局办理工商变更登记,领取了,注册号350500400022497。","Guirenniao Co.,Ltd.",贵人鸟(603555),贵人鸟股份有限公司,2014-01-24,2004-07-13,中外合资企业,其它,10.60,"从事鞋、服装的生产,研究及批发;体育用品、运动防护用具、皮箱、包、袜子、帽的研发及批发(以上商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理的商品);体育赛事的活动组织及策划咨询、体育营销、赛事推广、体育信息咨询。",上海证券交易所
申银万国证券股份有限公司,"    公司成立于1999年1月14日,原名为海茉织华股份有限公司,前身为1979年成立的平湖市新仓服装一厂。1992年至1995年底平湖市新仓服装一厂,日本松冈株式会社联合平湖市新仓服装二厂,平湖市新庙服装二厂,平湖市黄姑服装总厂,韩国ROMA株式会社等6家发起人6家发起人重组设立公司。,
    公司于2006年3月第三届第八次董事会通过公司更名议案,将本公司名称由“上海茉织华股份有限公司”更名为“上海九龙山股份有限公司”,该议案已经公司2006年第一次临时股东大会通过,并已办理相关工商变更手续。,
    2012年10月19日上海市工商行政管理局核准下发了""企业法人营业执照"",公司名称由""上海九龙山股份有限公司""变更为""上海九龙山旅游股份有限公司""。,
    2016年2月2日,公司名称由“上海九龙山旅游股份有限公司”变更为“海航创新(上海)股份有限公司”;英文名称由“Shanghai Nine Dragon Tourism Co.,ltd.”变更为“HNA Innovation(Shanghai)Co.,Ltd.”。,
    2016年4月28日,公司名称由“海航创新(上海)股份有限公司”变更为“海航创新(海南)股份有限公司”。英文名称由“HNA Innovation(Shanghai)Co.,Ltd.”变更为“HNA Innovation(Hainan)Co.,Ltd.”。,
    2017年4月1日,公司名称由“海航创新(海南)股份有限公司”变更为“海航创新股份有限公司”;英文名称由“HNA Innovation(Hainan)Co.,Ltd.”变更为“HNA InnovationCo.,Ltd.”。","HNA Innovation Co.,Ltd.",海航创新(600555),海航创新股份有限公司,2001-03-28,1999-01-14,民营相对控股企业,其它,,"旅游投资(禁止外商投资的除外)及管理;旅游景点综合经营管理,酒店管理,游艇销售、展览;受所投资企业委托,为其提供投资经营决策,营销策划,会展、会务服务,企业管理咨询;商务信息咨询;体育活动组织策划;节能服务;软件开发,信息技术咨询服务。(一般经营项目自主经营,许可经营项目凭相关许可证或者批准文件经营)(依法须经批准的项目,经相关部门批准后方可开展经营活动。)",上海证券交易所
东海证券股份有限公司,"    公司前身是贵阳市煤气工程建设指挥部,始建于1988年。,
    贵州燃气(集团)有限责任公司前身为贵阳市煤气公司,成立于1995年6月19日,企业性质为全民所有制企业。,
    2003年12月31日,公司更名为更名为贵阳燃气有限责任公司。,
    2005年8月8日,公司名称变更为贵州燃气(集团)有限责任公司。,
    2016年1月19日,公司整体变更设立为贵州燃气集团股份有限公司。",Guizhou Gas Group Corporation Ltd.,贵州燃气(600903),贵州燃气集团股份有限公司,2017-11-07,2003-12-31,民营企业,其它,2.21,城市燃气输送、生产供应、服务;城市燃气工程设计、施工、维修。,上海证券交易所
,"    公司经上海市经委沪经企[1992]307号文批准于1992年7月由上海氯碱总厂改制为上海氯碱化工股份有限公司。1992年8月20日发行B股上市,1992年11月13日发行A股上市。","Shanghai Chlor-Alkali Chemical Co.,Ltd.",氯碱化工(600618),上海氯碱化工股份有限公司,1992-11-13,1992-07-04,,其它,54.00,"    烧碱、氯、氢、氟和聚氯乙烯系列化工原料及加工产品;化工机械设备、生产用化学品、原辅材料、包装材料,储罐租赁及仓储。销售自产产品,及以上产品同类的商品的批发,佣金代理(拍卖除外),进出口,并提供相关配套服务。",上海证券交易所
华西证券股份有限公司,    公司由贵州有线广播电视信息网络中心、贵州电视台、遵义市广播电视信息网络中心、贵州卫星电视收视管理中心、安顺广播电视网络中心5家单位于2008年3月26日发起设立。,"Guizhou Bc&tv Information Network CO.,Ltd.",贵广网络(600996),贵州省广播电视信息网络股份有限公司,2016-12-26,2008-03-26,,其它,8.92,"完成国家要求广播电视网络服务宣传、文化、教育等方面的各项任务;对全省广播电视网络进行建设、开发、运营和管理;在全省范围内开展模拟广播电视、数字广播电视节目与信息传输业务;利用有线电视网络向有条件的农村延伸、覆盖;支持国家“村村通,户户通广播电视工程”;电影放映;广告设计、制作、代理、发布及营销策划;从事GPS卫星定位系统、数字化联网报警监控系统、智能安防系统工程的设计、施工维修及运营服务;计算机网络和语言信息网络的设计、施工、维修、运营及广播电视网络信息服务及增值电信业务;开展广播电视及信息网络的技术和产品研发、全媒体内容集成制作、生产、销售及服务;国内外广播电视及信息网络设备器材的代理、经销。(以上经营范围涉及许可的,以许可证许可范围为准)。",上海证券交易所
君安证券有限公司,"    新疆屯河投资股份有限公司系1993年7月1日经新疆维吾尔自治区经济体制改革委员会以新体改[1993]088号文批准,由新疆屯河集团有限责任公司(原新疆屯河工贸(集团)公司、新疆八一钢铁有限责任公司(原新疆八一钢铁总厂)、新疆昌吉金汇实业发展公司、新疆石油管理局、广州市海珠区穗海物资公司共同发起,以定向募集方式设立的股份有限公司。1993年9月18日本公司正式成立,并于1996年7月31日在上海证券交易所上市交易。,
    2000年11月15日,公司名称由原""新疆屯河股份有限公司""变更为""中粮新疆屯河股份有限公司""。,
    2009年9月公司名称""中粮新疆屯河股份有限公司""变更为""中粮屯河股份有限公司""。,
    2017年1月,公司名称由中粮屯河股份有限公司更名为中粮屯河糖业股份有限公司。英文名称由“Cofco Tunhe Co.,Ltd.”更名为“COFCO TUNHE SUGAR CO.,LTD.”。","Cofco Tunhe Sugar CO.,LTD.",中粮糖业(600737),中粮屯河糖业股份有限公司,1996-07-31,1993-09-18,国有企业,其它,5.78,"番茄加工、番茄制品的制造销售以及其他农副产品(除粮、棉)的加工、销售;饮料的生产、销售;食用油、水果、蔬菜的加工和销售;白砂糖、酒精、颗粒粕的制造销售;蒸汽的生产、销售;糖蜜、菜丝的销售(限所属分支机构经营);农药的销售(许可证为准);汽车货运;蜜饯、炒货食品及坚果制品(烘炒类)、水果制品(水果干制品)的加工、销售(限所属分支机构经营)。一般经营项目:水泥及其制品、活性石灰、本企业产品及一般货物与技术的进口经营;经纪信息服务;废渣、废旧物资的销售;房屋、土地、设备的租赁;化肥、农膜销售;农产品的开发、种植、销售;钢桶、吨箱、托盘、无菌袋、不再分装的包装种子的销售;农机作业服务、农机租赁。机械设备零部件、钢材、马口铁罐、番茄酱生产设备、糖的生产设备、酒精生产设备、颗粒粕生产设备、农机和环保设备的销售。货物运输代理服务、装卸搬运服务、企业管理咨询服务、贸易经济与代理、技术推广服务、会议及展览服务、包装服务;食品添加剂氧化钙、二氧化碳生产。保健食品制造的批发及销售。食用植物油加工,调味料,食品及饲料添加剂制造,其他酒制造,化妆品制造。",上海证券交易所
福建省闽发证券有限责任公司,"    公司是经广东省人民政府以粤办函[2000]436号批准,由公司的前身原顺德市科达陶瓷机械有限公司整体改制变更而设立,并在广东省工商行政管理局注册登记并取得营业执照。经中国证券监督管理委员会证监字[2002]95号文核准,于2002年9月18日,向社会公开发行每股面值1元的人民币普通股股票2000万股,每股发行价14.20元。2002年10月10日在上海证券交易所挂牌上市交易。,
    2014年4月,公司名称由""广东科达机电股份有限公司""变更为""广东科达洁能股份有限公司"",英文名称由""Keda Industrial Co.,Ltd.""变更为""Keda Clean Energy Co.,Ltd.""。","Keda Clean Energy Co.,Ltd.",科达洁能(600499),广东科达洁能股份有限公司,2002-10-10,1996-12-11,民营企业,其它,14.20,"陶瓷、石材、墙体材料、节能环保等建材机械设备制造,自动化技术及装备的研究、开发与制造;销售:机电产品零配件,砂轮磨具、磨料,陶瓷制品;清洁能源相关机械设备及相关自动化技术及装备的研制、开发与制造、销售;清洁煤气、蒸气、蒸汽的制造与销售;信息技术服务,软件开发与销售,系统集成,硬件设备租赁与销售,网络技术咨询服务;经营本企业和本企业成员企业自产产品及相关技术的出口业务和生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务(国家限定公司经营或禁止进出口的商品除外);经营本企业的进料加工和""三来一补""业务(具体按[2000]外经贸发展审函字第3250号经营)。",上海证券交易所
国信证券股份有限公司,"    2003年5月30日,王伟松、马夏坤、王新荣、李永翔、王根苗、叶根灿、余渊荣及林尧根共同以货币出资的方式发起设立浙江皇马科技股份有限公司。","Zhejiang Huangma Technology Co.,ltd.",皇马科技(603181),浙江皇马科技股份有限公司,2017-08-24,2003-05-30,民营企业,其它,10.36,"年产:氮气(压缩的)110Nm3/h,壬基酚聚氧乙烯醚500吨/年(凭许可证经营),化工产品(不含化学危险品和易制毒品)的开发、生产、销售及技术服务,经营进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",上海证券交易所
华泰联合证券有限责任公司,"    公司前身为“索通临邑碳素有限公司”,成立于2003年8月27日。,
    2006年9月6日,公司名称由“索通临邑碳素有限公司”变更为“临邑索通碳素有限公司”。,
    2007年12月18日,公司名称由“临邑索通碳素有限公司”变更为“德州索通碳素科技开发有限公司”。,
    2008年1月15日,公司名称由“德州索通碳素科技开发有限公司”变更为“索通发展有限公司”。,
    2010年12月27日,有限公司整体变更设立“索通发展股份有限公司”。","Sunstone Development Co.,ltd.",索通发展(603612),索通发展股份有限公司,2017-07-18,2003-08-27,民营企业,其它,7.88,"电力业务(发电类)(电力业务许可证有效期至2033年5月5日)(有效期限以许可证为准)。预焙阳极、建筑装饰材料、五金交电、化工(不含危险化学品、易制毒化学品、监控化学品)、文化体育用品、金属材料(不含贵金属)、针纺织品、皮革制品、服装鞋帽、工矿产品、机电产品销售,计算机应用软件开发,货物及技术进出口经营(国家法律法规禁止及限制经营的除外),预焙阳极生产技术服务(上述项目中涉及行政审批的,待审批后,方可经营)。限分公司经营项目:预焙阳极生产、销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",上海证券交易所
南方证券有限公司,"    江苏弘业股份有限公司原名江苏省工艺品进出口集团股份有限公司,于1994年6月经江苏省体改委苏体改生[1994]280号文《关于同意设立江苏省工艺品进出口集团股份有限公司的批复》批准,由江苏省工艺品进出口(集团)公司改制设立,并于同年6月领取企业法人营业执照。",Jiangsu Holly Corporation,弘业股份(600128),江苏弘业股份有限公司,1997-09-01,1994-06-30,,其它,6.77,"承包与其实力、规模、业绩相适应的国外工程项目,对外派遣实施上述境外工程所需的劳务人员;煤炭批发经营;危险化学品批发(具体项目按许可证所列经营);预包装食品、乳制品(含婴幼儿配方乳粉)的批发与零售;Ⅱ类、Ⅲ类医疗器械(不含植入类产品、体外诊断试剂及塑形角膜接触镜);实业投资,国内贸易,自营和代理各类商品及技术的进出口业务、房产租赁、商品的网上销售,网上购物平台的建设、化妆品销售;初级农产品销售、散装食品(含冷藏冷冻食品)、预包装食品(含冷藏冷冻食品)销售。",上海证券交易所
大鹏证券有限责任公司,"    贵州盘江精煤股份有限公司是经贵州省人民政府[1999]140号文批准,由盘江煤电(集团)有限责任公司、中国煤炭工业进出口集团公司、贵阳特殊钢有限责任公司、福建省煤炭工业(集团)有限责任公司、贵州省煤矿设计研究院、中煤工程设计咨询集团重庆设计研究院、防城港务局和贵州煤炭实业总公司八家法人共同发起设立,于1999年10月29日登记注册的股份有限公司。,
    公司于2001年4月9日在上海证券交易所采取上网定价发行方式向社会公众发行人民币普通股12000万股,并于2001年5月31日在上海证券交易所挂牌上市。","Guizhou Panjiang Refined Coal Co.,Ltd.",盘江股份(600395),贵州盘江精煤股份有限公司,2001-05-31,1999-10-29,,其它,6.00,"(一)原煤开采、煤炭洗选加工、煤的特殊加工、煤炭及伴生资源综合开发利用,煤炭产品及焦炭的销售。(二)出口:本企业自产的煤炭产品、焦炭、煤的特殊加工产品等商品及其相关技术。(三)进口:煤炭产品,本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件及其相关技术。(四)电力的生产与销售。(五)矿山机电设备制造、修理、租赁及生产服务;矿山机电设备及配件、材料销售。(六)化工产品销售。(七)铁合金冶炼。(八)汽车运输(普通货物)及汽车零配件销售。(九)物业管理;单位后勤管理服务。(十)贸易及代理业务、仓储配送服务、代理记账、财务咨询、会计服务、税务代理。法律、法规、国务院决定规定禁止的不得经营;法律、法规、国务院决定规定应当许可(审批)的,经审批机关核准后凭许可(审批)文件经营;法律、法规、国务院决定固定无需许可(审批)的,市场主体自主选择经营。",上海证券交易所
上海万国证券公司,"    海通证券股份有限公司的前身是上海海通证券公司,成立于1988年。1994年改制为有限责任公司,并发展成全国性的证券公司。2001年底,公司整体改制为股份有限公司。2007年6月7日,公司借壳都市股份(600837.SH)上市事宜获得中国证监会批准,于2007年7月31日,公司正式在上海证券交易所挂牌上市。","Haitong Securities Co.,Ltd.",海通证券(600837),海通证券股份有限公司,1994-02-24,1988-08-30,,证券公司,5.00,证券经纪;证券自营;证券承销与保荐;证券投资咨询;与证券交易、证券投资活动有关的财务顾问;直接投资业务;证券投资基金代销;为期货公司提供中间介绍业务;融资融券业务;代销金融产品;股票期权做市业务;中国证监会批准的其他业务。公司可以对外投资设立子公司从事金融产品等投资业务。,上海证券交易所
中银国际证券有限责任公司,"    公司前身华贸有限系外商投资企业,其历史最早可追溯到成立于1984年12月26日的华贸服务公司。,
    2010年9月28日,上海市商委出具(沪商外资批[2010]2649号),同意华贸有限整体变更为外商投资股份有限公司。,
    2010年9月28日,本公司召开创立大会,2010年9月29日在上海市工商局完成整体变更为股份有限公司的工商登记手续,并领取了其核发的,注册号为310000400000470。",CTS International Logistics Corporation Limited,华贸物流(603128),港中旅华贸国际物流股份有限公司,2012-05-29,1984-12-26,国有企业,其它,6.66,"承办海运、陆运、空运进出口货物、过境货物、国际展品和私人物品的国际运输代理业务,包括揽货、订舱、仓储、包装、中转、集装箱拼装拆箱、结算运杂费、报关、报检、保险、相关的短途运输服务及运输咨询业务,国内航空货运销售代理业务,无船承运业务,道路普通货运、道路货物专用运输(集装箱、冷藏保鲜)、国际快递经营业务。",上海证券交易所
中信证券股份有限公司,"    青岛澳柯玛股份有限公司于1998年12月28日经青岛市经济体制改革委员会青体改发(1998)215号文件批准,在原青岛澳柯玛电器公司的基础上,联合牡丹江广汇交电有限责任公司、河北省五金交电化工公司、重庆长风压缩机厂、荆州市泰隆股份合作公司、山东凌云工贸股份有限公司共同发起设立。,
    2000年12月8日经中国证券监督委员会证监发行字(2000)166号文件批准同意向社会公开发行人民币普通股9,000万股,并于2000年12月29日在上海证券交易所上市。,
    2011年6月21日,公司名称由""青岛澳柯玛股份有限公司""变更为""澳柯玛股份有限公司"",英文名称由""Qingdao Aucma Company Limited""变更为""AUCMA COMPANY LIMITED""。",Aucma Company Limited,澳柯玛(600336),澳柯玛股份有限公司,2000-12-29,1998-12-28,,其它,9.10,"制冷产品(冰柜、冰箱、展示柜、制冰机、空调、酒柜、商用冷链设备)、洗衣机、日用家电、消毒抑菌设备、家用厨房电器具、净水设备、水槽、锂电池、自动售货机、电动车产品的制造、销售、技术开发、技术咨询;家用电器配件销售;家用电器维修、安装、调试、保养;物流方案设计、物流信息咨询服务;货运搬运、道路货物运输、仓储服务(不含危险品);机械设备租赁;以自有房屋对外出租;经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务。(但国家限定公司经营或禁止进出的商品及技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",上海证券交易所
国泰证券有限公司,"    公司前身为甘肃三星石化(集团)股份有限公司,于1993年11月18日在甘肃省工商行政管理局注册登记成立,由中国石化兰州炼油化工总厂等三家机构共同发起设立;始以其净资产和其他发起人投资折为国家股3040.68万股、法人股100万股;定向募集法人股300万股、职工股523.43万股,经1996年10月23日首次上网定价发行,上市时总股份5007.61万股;其职工股210万股占用额度于1996年11月4日随其公众股一并上市交易。,
    2004年7月23日经国家工商行政管理局名称核准,公司正式名称变更为:中电广通股份有限公司。,
    2017年6月,公司名称由“中电广通股份有限公司”变更为“中国船舶重工集团海洋防务与信息对抗股份有限公司”。","China Shipbuilding Industry Group Marine Defense And Information Confrontation Co.,Ltd.",中电广通(600764),中国船舶重工集团海洋防务与信息对抗股份有限公司,1996-11-04,1993-11-18,国有企业,其它,6.18,技术开发、技术咨询、技术服务、技术转让;投资及投资管理;货物进出口、技术进出口、代理进出口;制造、销售电子及材料、电子元器件、仪器仪表和整机产品、电子应用产品和应用系统、电子专用设备、通信设备;承接电子应用系统、通讯工程等。,上海证券交易所
国泰证券有限公司,"    公司是经黑龙江省人民政府黑政函(1998)68号文批准,由黑龙集团公司作为独家发起人,并向社会公开发行股票以募集方式设立黑龙江国中水务股份有限公司。,
    经中国证券监督管理委员会证监发字(1998)247号、248号文批准,黑龙江国中水务股份有限公司于1998年10月5日通过上海证券交易系统成功向社会公众公开发行5000万股。","Heilongjiang Interchina Water Treatment Co.,Ltd.",国中水务(600187),黑龙江国中水务股份有限公司,1998-11-11,1998-11-03,民营企业,其它,4.57,"一般经营项目:建设、经营城市市政供排水项目及工程、生态环境治理工程,相关供排水技术和设备的开发、生产与销售,并提供相关的供排水技术咨询服务(不含国家禁止和限制类项目)。",上海证券交易所
上海申银证券公司,"    本公司系于1993年7月28日经上海市人民政府交通办公室沪府交企(93)第182号文批准,采用社会募集方式设立的股份有限公司,公司股票于1993年9月28日在上海证券交易所上市交易,1997年7月1日经重组后更名为上海交运股份有限公司,2000年8月增发新股收购了六家运输公司。,
    自2012年6月15日起,公司名称由""上海交运股份有限公司""变更为""上海交运集团股份有限公司"",英文名称由""Shanghai Jiao Yun Co.,Ltd.""变更为""Shanghai Jiao Yun Group Co.,Ltd."",英文简称由""JYC.""变更为""SJY.""。","Shanghai Jiao Yun Group Co.,Ltd.",交运股份(600676),上海交运集团股份有限公司,1993-09-28,1993-09-24,,其它,4.00,"资产管理,实业投资,汽车货物运输装卸,公路省(市)际旅客运输,二类货运代理,汽车修理,汽车机械配件制造、销售,工程机械及专用汽车制造、销售,国内贸易(除专项规定),仓储,钢材销售,从事货物及技术进出口业务。(以上涉及许可经营的凭许可证经营)。",上海证券交易所
