lead_underwriter,profile,en_name,stock_code,name,listing_date,establish_date,organization,instit_type,listing_price,scope,market
广发证券有限责任公司,"    公司是经黑龙江省人民政府黑政函[1998]66号文件批准,由中国航天工业总公司作为主发起人与天通计算机应用技术中心、哈尔滨工业大学高新技术开发总公司、北京奥润办公设备技术公司、哈尔滨市通用机电技术研究所、哈尔滨通用焊接切割成套设备制造厂、哈尔滨亚科工贸有限责任公司等七家共同发起,以募集方式设立的股份有限公司。","Aerospace Hi-Tech Holding Group Co.,Ltd.",航天科技(000901),航天科技控股集团股份有限公司,1999-04-01,1999-01-27,国有企业,其它,6.20,"智能控制技术及产品、工业机器人、自动化设备、电子产品、计算机软硬件及其它高新技术产品的研制、开发、生产、销售及技术咨询;技术服务、技术转让;进出口业务;在全国范围内从事在线数据处理与交易处理业务(不含经营类电子商务),信息服务业务(仅限互联网信息服务)。电子设备及配件、机电设备及配件、机械设备及配件,计算机软硬件及辅助设备的销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",深圳证券交易所
国信证券股份有限公司,"    公司前身深圳市洪涛装饰工程公司于1985年1月14日成立,于2003年12月由国有企业改制为深圳市洪涛装饰工程有限公司,2007年8月31日经深圳市工商行政管理局核准,整体变更设立为股份有限公司,注册资本9,000万元。","Shenzhen Hongtao Decoration Co.,Ltd.",洪涛股份(002325),深圳市洪涛装饰股份有限公司,2009-12-22,2007-08-31,民营企业,其它,27.00,室内外装饰设计;建筑幕墙设计;建筑装饰装修工程施工;建筑幕墙工程施工;城市及道路照明工程施工;机电安装工程施工;智能化工程施工;消防设施工程施工;建筑幕墙、门窗、木制品及石材制品的研发、设计、生产加工、销售、安装(子公司、分支机构经营);园林雕塑设计;家私配套、空调设备、不锈钢制品的设计安装;进出口贸易业务(按深贸管字第690号);照明产品、电线电缆、建筑材料的购销;园林绿化工程的设计与施工;房屋出租;设计和工程咨询(不含限制项目);股权投资(不含证券、保险、银行、金融业务、人才中介服务及其他限制项目);商品销售。,深圳证券交易所
中国建银投资证券有限责任公司,"    山东宝莫生物化工股份有限公司的前身是东营胜利油田聚合物有限公司,成立于1996年5月3日。东营胜利油田聚合物有限公司整体变更为山东宝莫生物化工股份有限公司。","Shandong Polymer Biochemicals Co.,Ltd.",宝莫股份(002476),山东宝莫生物化工股份有限公司,2010-09-15,1996-05-03,民营相对控股企业,其它,23.00,"丙烯酰胺的生产;丙烯腈批发(禁止储存,有效期限以许可证为准)。聚丙烯酰胺、表面活性剂、油田助剂、二甲基二烯丙基氯化铵、水处理剂、造纸助剂、选矿及印染助剂生产、销售;化工产品(不含危险化学品)加工、生产、销售;石油钻采专用设备销售;油气工程技术服务、技术转让、工程项目管理服务;水污染治理、大气污染治理、固体废物治理;在法律法规规定的范围内对外投资;进出口业务。",深圳证券交易所
招商证券股份有限公司,"    公司前身是“郴州法郎多数码科技有限公司”,成立于2001年8月23日。,
    2002年3月25日,公司名称变更为“郴州高斯贝尔数码科技有限公司”。,
    2010年8月28日,公司在郴州市工商行政管理局办理了工商变更登记,名称变更为“高斯贝尔数码科技股份有限公司”。","Gospell Digital Technology Co.,Ltd.",高斯贝尔(002848),高斯贝尔数码科技股份有限公司,2017-02-13,2001-08-23,民营企业,其它,6.31,"数字电视机顶盒、高频头、卫星电视接收天线和接收机、数字电视前端设备、数字电视软件产品、有线电视网络设备、电视发射机、多路微波分配系统设备、无线广播电视传输设备、数字化用户信息网络终端产品、网络系统集成、卫星通信终端产品、微波有源和无源器件、电子元器件、网络宽带接收终端、网络宽带接入设备、微波陶瓷器件、覆铜板及通讯器材、卫星通讯设备及产品配件、线材的生产和销售;软件开发、销售;信息产业投资,项目投资管理(投资科技型项目);货物及技术进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",深圳证券交易所
华泰证券有限责任公司,"    公司是经湖南省地方金融证券领导小组办公室湘金证[2001]01号文批准,由长沙山河工程机械有限公司的原股东以发起方式设立。,
    经国家工商行政管理总局核准、湖南省工商行政管理局批准,公司完成了企业集团登记及企业名称工商变更登记手续。变更后的公司中文名称:山河智能装备股份有限公司,变更后的公司英文名称:SUNWARD INTELLIGENT EQUIPMENT CO.,LTD。","Sunward Intelligent Equipment Co.,Ltd.",山河智能(002097),山河智能装备股份有限公司,2006-12-22,1999-07-29,民营相对控股企业,其它,10.00,"研究、设计、生产、销售建设机械、工程机械、农业机械、林业机械、矿山机械、起重机械、无人(飞)机(不含民用航空器[发动机、螺旋桨])厂内机动车辆和其它高技术机电一体化产品及其与主机配套的动力、液压(不含特种设备)、电控系统产品和配件;提供机械设备的租赁、售后服务及相关的技术咨询服务;道路运输经营;经营商品和技术的进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",深圳证券交易所
宏源证券股份有限公司,"    2005年7月6日,国务院国有资产监督管理委员会以国资改革[2005]674号文()批准硝化棉有限公司整体变更为股份公司。","Sichuan Nitrocell CO.,LTD.",北化股份(002246),四川北方硝化棉股份有限公司,2008-06-05,2002-08-23,国有企业,其它,6.95,"生产硝化棉、硫酸;销售危险化学品(以上经营项目和期限以许可证为准)(以下项目不含前置许可项目,后置许可项目凭许可证或审批文件经营)进出口业务;销售化工产品;工业用泵、阀、非标、备品、备件的的生产销售和维修、技术咨询。",深圳证券交易所
国元证券股份有限公司,"    公司是经安徽省人民政府皖政股[2005]第51号和安徽省人民政府国有资产监督管理委员会(皖国资改革函[2005]600号)文件批准,以安徽省宁国江南化工有限责任公司截至2005年11月30日经审计的净资产额4,033.064万元按1:1的比例折成股份4,033.064万股,整体变更设立的股份有限公司。2005年12月28日,公司在安徽省工商行政管理局注册登记并领取,注册号为3400002400085。","Anhui Jiangnan Chemical Industry Co.,Ltd.",江南化工(002226),安徽江南化工股份有限公司,2008-05-06,2005-12-28,民营企业,其它,12.60,"民用爆破器材【乳化炸药(胶状)、粉状乳化炸药、乳化炸药(胶状、现场混装车)、多孔粒状铵油炸药(现场混装车)等】研发、生产、销售;工程爆破设计、施工、爆破技术服务;爆炸合成新材料研发、生产、销售;化工产品及原辅材料(不含危险化学品)生产、销售;危险货物运输;机电设备产品生产、销售(上述项目仅限分支机构经营)。与公司信息化建设相关的信息业务咨询;与公司生产、服务相关的技术业务咨询;自营本公司产品和技术的进出口业务(国家限定公司经营或禁止进出口的产品和技术除外);实业投资。(依法须经批准项目,经相关部门批准后方可开展经营活动)。",深圳证券交易所
国信证券股份有限公司,"    本公司系由成立于2001年3月12日的大华有限整体变更设立。,
    2002年4月4日,经浙江省人民政府企业上市工作领导小组浙上市(2002)18号文批准,大华有限以其截至2001年12月31日经审计的净资产1,080万元为基础,以1:1的比例折合股份1,080万股,依法整体变更为股份有限公司。浙江天诚会计师事务所有限公司对本次整体变更情况进行了审验,并出具了浙天验字(2002)第850号验资报告。公司于2002年6月18日在浙江省工商行政管理局登记注册,取得登记号为3300001008760的营业执照,注册资本1,080万元。股份公司设立时名称为浙江大华信息技术股份有限公司,2004年6月公司名称变更为浙江大华技术股份有限公司。","Zhejiang Dahua Technology Co.,Ltd.",大华股份(002236),浙江大华技术股份有限公司,2008-05-20,2001-03-12,民营企业,其它,24.24,"计算机软件的开发、服务、销售,电子产品及通讯产品的设计、开发、生产、安装及销售,网络产品的开发、系统集成与销售,电子产品工程的设计、安装,经营进出口业务等。",深圳证券交易所
东方花旗证券有限公司,"    2007年9月25日,公司前身捷荣模具工业(东莞)有限公司成立。,
    2013年12月9日,捷荣模具董事会作出决议,决定将捷荣模具由中外合资有限责任公司整体变更为股份有限公司。公司于2014年3月28日在东莞市工商行政管理局登记注册并取得注册号为441900400052583的《企业法人营业执照》。","Dongguan Chitwing Technology Co.,Ltd.",捷荣技术(002855),东莞捷荣技术股份有限公司,2017-03-21,2007-09-25,中外合资企业,其它,6.54,"精密模具、精密检具及精密治具的生产和销售;塑胶、五金、人造蓝宝石、玻璃、陶瓷精密结构件的生产和销售;智能制造设备、电子信息产品、机电一体化产品、电子医疗产品、电子专用测试仪器及上述产品相关零部件的生产、销售及维修;从事以上相关产品的批发及进出口业务。设立研发中心,从事上述产品及服务的研究、设计和开发(以上项目不涉及外商投资准入特别管理措施)。(依法须经批准的项目,经相关部门批准后方可展开经营活动)。",深圳证券交易所
广发证券股份有限公司,"    公司是根据中华人民共和国有关法律的规定,经宁波市人民政府甬政发[1994]253号文件批准,由象山市政工程建设公司职工保障基金协会、象山县二轻工业合作联社、上海龙华房地产开发经营公司三家法人联合郑宏舫、何秀永等29名自然人共同发起设立。,
    2006年8月,经中国证券监督管理委员会证监发行字[2006]48号文核准,本公司向社会公众发行人民币普通股2,850万股。","Hongrun Construction Group Co.,Ltd.",宏润建设(002062),宏润建设集团股份有限公司,2006-08-16,1994-12-29,民营企业,其它,9.18,"市政公用工程;房屋建筑工程;地基与基础工程;建筑装修装饰工程;钢结构工程;公路工程;机电安装工程;桥梁工程;城市轨道交通工程;园艺园林绿化工程;铁路工程;港口与航道工程;水利水电工程;工程技术开发及咨询;勘察设计、规划咨询;建设监理;劳务分包、派遣;国家批准的国际经济技术合作业务;机械及机电设备设计、制造、安装、租赁、维修、技术开发及咨询;建筑机械、水泥制品、建筑装潢材料、机电零部件、金属材料的制造、批发、零售;房地产开发经营;实业投资,投资管理及咨询;自营和代理货物和技术的进出口,但国家限定经营或禁止进出口的货物或技术除外。",深圳证券交易所
东吴证券有限责任公司,"    公司是经江苏省人民政府苏政复[2000]232号批准,由江苏东大金智网络与信息系统有限公司整体变更设立的股份有限公司,股本总额为人民币3,730万股,股份公司设立时名称为江苏东大金智软件股份有限公司。,
    2005年8月,江苏东大金智软件股份有限公司更名为江苏金智科技股份有限公司。","Wiscom System Co.,Ltd.",金智科技(002090),江苏金智科技股份有限公司,2006-12-08,1995-11-10,民营企业,其它,14.20,"电力自动化、继电保护、工业电气自动化、水利、水电及水处理自动化产品及系统的开发、设计、制造、销售及服务,水文仪器、大坝自动化仪器、传感器、电子仪器、电子及电气设备、光电设备、机电设备、通信设备(卫星地面接收设施除外)、计算机软硬件的开发、设计、制造、销售及服务,计算机信息系统设计、销售、施工及技术咨询服务,电力行业(发电、输变电、配电)工程咨询、设计、总承包;新能源(光伏发电、风力发电等)工程的投资、总承包、关键设备制造,水利、水处理、工业企业、交通等行业的监测、监控、机电设备等系统的集成及总承包,燃气轮机设备和备件的销售、技术咨询及检修工程服务,自营和代理各类商品和技术的进出口(但国家限定公司经营或禁止进出口的商品和技术除外)、国外电力工程投资、总承包,太阳能发电、风力发电等可再生能源的开发、投资、建设、运营,售电业务,不动产租赁。",深圳证券交易所
华泰证券股份有限公司,"    公司通过神通有限公司整体变更以发起方式设立,在江苏省南通工商行政管理局注册登记,取得企业法人营业执照。注册号为320600400022984。公司于2010年6月7日经中国证券监督管理委员会(以下简称""中国证监会"")批准,首次向社会公众发行人民币普通股2,600万股,于2010年6月23日在深圳证券交易所上市。","Jiangsu Shentong Valve Co.,Ltd.",江苏神通(002438),江苏神通阀门股份有限公司,2010-06-23,2001-01-04,民营相对控股企业,其它,22.00,"研发生产销售阀门及冶金、电力、化工机械、比例伺服阀;阀门及机电设备的安装、维护、检修;工业装置的安装、维修、技术咨询及技术服务;经营本企业自产产品及技术的出口业务;经营本企业生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及技术的进出口业务(国家限定公司经营和国家禁止进出口的商品及技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",深圳证券交易所
民生证券有限责任公司,"    公司前身为2001年7月17日成立的八菱散热器有限责任公司。,
    2004年11月,经广西壮族自治区人民政府(桂政函[2004]207号)批准,公司整体变更为股份有限公司。2011年11月11日,公司正式在深圳证券交易所挂牌上市。","Nanning Baling Technology Co.,ltd.",八菱科技(002592),南宁八菱科技股份有限公司,2011-11-11,2001-07-17,民营企业,其它,17.11,"研究、开发、生产、经营散热器、汽车配件、空调配件、发电机组配件、工程机械、机车及船舶工程配件等;散热器、汽车配件、空调配件、发电机组配件、工程机械、机车及船舶工程配件的受托加工、委托加工、来料加工等;相关产品的技术开发、咨询服务;设备租赁;进出口贸易;道路普通货物运输(法律法规禁止的项目除外,法律法规限制的项目取得许可后方可开展经营)。",深圳证券交易所
中国建银投资证券有限责任公司,"    雅致有限公司是经深圳市工商行政管理局核准,由程华平、倪细卿、王海鑫共同出资组建的有限责任公司。,
    2005年3月1日,雅致有限责任公司经深圳市人民政府深府股[2005]1号文批准,由雅致有限公司整体变更设立股份有限公司。,
    2014年7月1日公司名称由""雅致集成房屋股份有限公司""变更为""雅致集成房屋(集团)股份有限公司"";英文名称由""YAHGEE MODULAR HOUSE CO.,LTD.""变更为""YAHGEE MODULAR HOUSE(GROUP)CO.,LTD.""。,
    2015年11月,公司名称由“雅致集成房屋(集团)股份有限公司”变更为“深圳市新南山控股(集团)股份有限公司”;英文名称由“Yahgee Modular House(group)CO.,LTD.”变更为“Shenzhen New Nanshan Holding(Group)Co.,Ltd”。","Shenzhen New Nanshan Holding(group)Co.,Ltd.",南山控股(002314),深圳市新南山控股(集团)股份有限公司,2009-12-03,2001-04-30,国有企业,其它,16.82,"兴办实业(具体项目另行申报);在合法取得使用权的土地上从事房地产开发经营;房屋租赁,物业管理;活动房屋、金属结构件、建筑材料、设备的生产(分公司经营)、销售、租赁及相关服务,国内贸易(不含专营、专控、专卖商品);经营进出口业务;港口运输;保税场库经营;普通货运。",深圳证券交易所
申银万国证券股份有限公司,"    公司系经四川省人民政府川府函(1997)260号文批准,于1998年3月4日由原绵阳希望饲料有限公司整体变更成立。1998年3月11日和9月15日,公司向社会公众公开发行的公众股3600万股和向内部职工发行内部职工股400万股,分别在深交所上市交易,股票代码:000876。,
    公司名称自2011年12月27日起正式由""四川新希望农业股份有限公司""变更为""新希望六和股份有限公司"";英文名称由""Sichuan New Hope Agribusiness Co.,Ltd.""变更为""New Hope Liuhe Co.,Ltd.""。","New Hope Liuhe Co.,ltd.",新希望(000876),新希望六和股份有限公司,1998-03-11,1998-03-04,民营企业,其它,6.90,配合饲料、浓缩饲料、精料补充料的生产、加工、销售(限分公司经营);谷物及其他作物的种植;牲畜的饲养;猪的饲养;家禽的饲养;商品批发与零售(国家限定公司经营或禁止的商品除外);进出口业务(国家限定公司经营或禁止进出口的商品除外);项目投资及管理;科技交流和推广服务业。,深圳证券交易所
东北证券股份有限公司,"    本公司是由庞江华、朱新峰、黄文礼、赵宏林、吕勃五位自然人作为发起人,经广东省人民政府办公厅以粤办函[2004]272号文批准,以珠海万力达电气有限公司2004年4月30日经审计的帐面净资产4154.80万元人民币为基准按1:1的比例折股,整体变更设立的股份有限公司。,
    2014年12月16日,公司名称由“珠海万力达电气股份有限公司”变更为“珠海艾派克科技股份有限公司”,英文名称由“Zhuhai Wanlida Electric Co.,ltd.”变更为“Apex Technology Co.,Ltd.”。,
    2017年5月23日,公司中文名称由“珠海艾派克科技股份有限公司”,变更为“纳思达股份有限公司”,英文名称由“Apex Technology Co.,Ltd.”,变更为“Ninestar Corporation”。",Ninestar Corporation,纳思达(002180),纳思达股份有限公司,2007-11-13,1991-11-27,民营相对控股企业,其它,13.88,"研究、开发、设计、生产和销售各种类集成电路产品及组件、计算机外设及其部件、相关软件产品;提供信息及网络产品硬件、软件、服务和解决方案;研发、生产、加工和销售激光打印机、多功能(传真)一体机、复印机及激光硒鼓、碳粉,墨盒、墨水、墨盒外壳,色带、带框、电脑外设等打印机耗材及上述产品的配件产品,回收喷墨盒、回收激光打印机碳粉盒的灌装加工和销售,以及上述产品的配件产品的加工和销售;项目投资;项目管理;互联网销售电子产品及其配件组件;科技中介服务;计算机和辅助设备修理等;经国家密码管理机构批准的商用密码产品开发、生产。",深圳证券交易所
安信证券股份有限公司,"    公司前身为哈尔滨三联药业有限公司,成立于1996年6月21日。,
    2013年12月27日,哈尔滨三联药业有限公司整体变更为哈尔滨三联药业股份有限公司。","Harbin Medisan Pharmaceutical Co.,Ltd.",哈三联(002900),哈尔滨三联药业股份有限公司,2017-09-22,1996-06-21,民营企业,其它,18.07,"按药品生产许可证核定范围开展经营活动(药品生产许可证有效期至2020年12月31日);五层共挤膜输液用袋,聚丙烯输液瓶;药品技术开发,技术检测服务;生产医疗器械(含微生物培养基)。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)",深圳证券交易所
海通证券股份有限公司,"    2007年11月5日,浙江道明投资有限公司(曾用名为永康市道明反光材料有限公司、浙江道明反光材料有限公司)、永康市知源科技有限公司以及胡国祥等13位自然人共同签署,协议共同出资设立浙江道明光学股份有限公司。2007年11月22日,公司在金华市工商行政管理局办理注册手续,领取了注册号为330700000000465的《企业法人营业执照》。,
    自2012年9月18日起,公司名称由""浙江道明光学股份有限公司""变更为""道明光学股份有限公司"",英文名称由""ZHEJIANG DAOMING OPTICS&CHEMICAL CO.,LTD""变更为""DAOMING OPTICS&CHEMICAL CO.,LTD""。","Daoming Optics&chemical CO.,Ltd.",道明光学(002632),道明光学股份有限公司,2011-11-22,2007-11-22,民营企业,其它,23.00,"反光材料、反光服装、复合材料、包装材料、胶粘制品的研发、制造、销售、技术咨询和技术服务,光学元器件、五金制品、标识、标牌及安全防护设备的研发、制造、加工、安装服务,从事进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",深圳证券交易所
第一创业证券有限责任公司,"    荣盛房地产发展股份有限公司前身是成立于1996年12月30日的廊坊开发区荣盛房地产开发有限公司(2001年3月8日更名为荣盛房地产开发有限公司)。经河北省人民政府股份制领导小组办公室文件(冀股办[2003]4号文)批准,荣盛房地产开发有限公司以其2002年12月31日的净资产11,000万元为基准,按1:1的比例折股,整体变更为荣盛房地产发展股份有限公司,股本总额为11,000万股。公司于2003年1月20日在河北省工商行政管理局登记注册,营业注册号为1300001002340。","RiseSun Real Estate Development Co.,Ltd.",荣盛发展(002146),荣盛房地产发展股份有限公司,2007-08-08,1996-12-30,民营企业,其它,12.93,房地产开发与经营。,深圳证券交易所
,"    公司是经深圳市人民政府以深府办复[1992]1867号文批准,于1993年3月改组为股份有限公司,定向发行股份41,701,800股1995年经深圳市人民政府以深府办函[1995]48号文批准,本公司发行B股50,000,000股,并经申请在深圳证券交易所上市交易;1996年经中国证券监督管理委员会证监发审字[1996]99号文件批准,公开发行A股20,000,000股,并经申请在深圳证券交易所上市交易。本公司领取企股粤总字第110114号企业法人营业执照。,
    2015年9月,公司名称由""深圳市国际企业股份有限公司""变更为""深圳市皇庭国际企业股份有限公司"";英文名称由""Shenzhen International Enterprise Co.,Ltd.""变更为""Shenzhen Wongtee International Enterprise Co.,Ltd.""。","Shenzhen Wongtee International Enterprise Co.,Ltd.",皇庭国际(000056),深圳市皇庭国际企业股份有限公司,1996-07-08,1993-03-18,民营相对控股企业,其它,,"从事零售商业,经营各类综合及专门零售店、连锁商业、购物中心及电子商务;从事房地产业,进行房地产投资、规划设计、装修、运营管理、物业管理及房地产营销;从事林业及林业服务业,进行林业科技研究、苗木培育、林木种植、木材采运及林产品采集,进行木材加工及人造板、木制品制造;从事租赁、商务服务业、住宿、餐饮业、居民服务业、仓储业、教育业、娱乐业等。进出口业务按深贸管审证字第012号外贸企业审定证书办理(凡属专营商品按规定办)。",深圳证券交易所
西南证券股份有限公司,"    2009年10月19日,南通市经济技术开发区管理委员会""通开发管(2009)287号""批准同意,南通虹波重工有限公司以截至2009年9月30日经审计账面净资产237,382,559.68元,按照1:0.6319的比例折合150,000,000股(每股面值1元),整体变更为股份有限公司。2009年10月20日,江苏省人民政府换发了批准号为""商外资苏府资字[2003]43397号""。2009年10月26日,公司取得江苏省南通工商行政管理局换发的,注册号320600400007750。","Jiangsu Rainbow Heavy Industries Co.,ltd.",润邦股份(002483),江苏润邦重工股份有限公司,2010-09-29,2003-09-25,民营相对控股企业,其它,29.00,"起重机械、港口机械、装卸机械、输送机械、橡胶机械、船舶配套钢结构件、工程钢结构、重型钢结构、船舶机械及其设备、智能型立体停车系统、海洋工程作业平台、海洋工程作业船、特种工程船、海洋工程配套装备、10万吨及10万吨以下钢质船舶的设计、生产制造、销售、安装、售后服务、技术指导、技术转让;自营和代理船舶产品及海工船舶设备、配件、原辅材料及技术的进出口业务;船舶工程项目的管理;节能环保和循环经济领域内的技术开发、技术转让、技术咨询、技术服务、工程设计与承包建设;投资管理,投资咨询;经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",深圳证券交易所
中信证券股份有限公司,"    公司前身西藏康欣药业有限公司成立于2005年8月26日,于2010年3月24日更名为西藏海思科药业集团有限公司。,
    2010年8月3日,经海思科有限股东会决议通过,以海思科有限经中瑞岳华审计的截至2010年6月30日的净资产额246,842,945.13元为基准,按1:0.76972的比例折为190,000,000股(每股面值1.00元),将海思科有限整体变更设立为西藏海思科药业集团股份有限公司。,
    2016年3月,公司中文名称由“西藏海思科药业集团股份有限公司”变更为“海思科医药集团股份有限公司”,公司英文名称由“Xizang Haisco Pharmaceutical Group Co.,Ltd”变更为“Haisco Pharmaceutical Group Co.,Ltd”。","Haisco Pharmaceutical Group Co.,Ltd.",海思科(002653),海思科医药集团股份有限公司,2012-01-17,2005-08-26,民营企业,其它,20.00,"中成药、化学原料药及其制剂、抗生素、生化药品、生物制品(不含预防性生物制品和诊断药品)。销售:化工原料(不含易燃、易爆及剧毒化工原料)、药用辅料及I、II、III类医疗器械;6822医用光学器械、仪器及内窥镜设备;中、西药品及新产品的研究、开发、技术服务、技术转让;设计、制作、代理;进出口贸易;企业品牌维护及推广,企业形象策划,企业营销管理咨询,营销管理培训,网络数据服务;房屋租赁。",深圳证券交易所
安信证券股份有限公司,"    公司是根据2007年9月10日公司股东会决议,由山东益生种畜禽有限公司整体变更设立的股份有限公司。","Shandong Yisheng Livestock & Poultry Breeding Co.,Ltd.",益生股份(002458),山东益生种畜禽股份有限公司,2010-08-10,1997-04-22,民营企业,其它,24.00,"许可范围内的种鸡、种猪、商品鸡、商品猪及其衍生产品的生产、销售;禽蛋的生产、销售;配合饲料、浓缩饲料的研究、生产、销售;粮食收购;畜产品产前、产中、产后的技术指导、示范、技术咨询服务;有机肥料及微生物肥料、复混肥料、水溶肥料的生产、销售;蔬菜的种植;自营和代理各类商品和技术的进出口,但国家限定公司经营或禁止进出口的商品和技术除外。",深圳证券交易所
华夏证券有限公司,"    公司系由原重庆乌江电力股份有限公司更名而来,重庆乌江电力股份有限公司系根据中华人民共和国有关法律的规定,于1999年5月20日经重庆市人民政府渝府[1999]90号文批准,由重庆乌江电力集团公司为主发起人,联合重庆市黔江县小南海(集团)公司、重庆市黔江开发区水电工程建筑安装公司、重庆市黔江开发区水电物资供销公司和重庆乌江锰业(集团)有限责任公司共同发起设立。经中国证监会证监发行字[2000]40号文核准,公司于2000年向社会公开发行人民币普通股(""A股"")8,000万股,并于2000年6月8日挂牌上市。经公司2002年第二次临时股东大会决议,公司由""重庆乌江电力股份有限公司""更名为""南方科学城发展股份有限公司""。2013年3月19日,公司在广州工商完成变更登记,公司名称由""南方科学城发展股份有限公司""变更为""银泰资源股份有限公司"",英文名称由""Science City Development Public Co.,Ltd.""变更为""Yintai Resources Co.,Ltd.""。","Yintai Resources Co.,ltd.",银泰资源(000975),银泰资源股份有限公司,2000-06-08,1999-06-18,民营企业,其它,6.60,企业自有资金投资;投资管理服务;工程技术咨询服务;工程和技术研究和试验发展;机械设备租赁;房地产开发经营;物业管理;商品批发贸易(许可审批类商品除外);商品零售贸易(许可审批类商品除外)。,深圳证券交易所
国信证券有限公司,"    公司前身为深圳蛇口海王生物工程有限公司,1992年12月13日经深圳市南山区人民政府以深南府复(1992)118号文批准成立。1996年7月25日经深圳市证券监督管理办公室以深证办复(1996)68号文批准,进行公众股份公司改组。1997年4月16日,经深圳市工商局核准拟募集设立的股份公司名称为深圳市海王生物工程股份有限公司,股本为5,730万元。1998年8月4日,中国证券监督管理委员会以证监发字[1998]214号文批准本公司向社会公众发行人民币普通股1,910万股,并于1998年12月18日在深圳证券交易所挂牌交易。","Shenzhen Neptunus Bioengineering Co.,Ltd.",海王生物(000078),深圳市海王生物工程股份有限公司,1998-12-18,1992-12-13,民营企业,其它,5.36,"1、生产经营生物化学原料、制品、试剂及其它相关制品(以上不含专营、专控和专卖商品);2、开发生物化学产品和其他相关制品;3、自营进出口业务(按深贸管证字第70号文规定执行);4、投资兴办实业(具体项目另行申报)。5、预包装食品(不含复热预包装食品),乳制品(含婴幼儿配方乳粉)的批发。6、房屋租赁;7、信息咨询。",深圳证券交易所
德邦证券有限责任公司,"    公司系由甘肃独一味生物制药有限责任公司整体变更设立。甘肃独一味生物制药有限责任公司是2001年9月30日在甘肃省兰州市工商行政管理局安宁分局登记注册的有限责任公司。2006年12月27日,甘肃独一味生物制药有限责任公司第三次临时股东会决议通过将公司整体变更为股份有限公司,信永中和会计师事务所有限责任公司为此次变更进行审计和验资,出具XYZH(2006)CDA2039号和XYZH(2006)CDA2059号,股份有限公司于2006年12月29日在甘肃省陇南市工商行政管理局注册。,
    2014年1月,公司名称由""甘肃独一味生物制药股份有限公司""变更为""恒康医疗集团股份有限公司"",英文名称由""Gansu Duyiwei Biological Pharmaceutical Co.,Ltd.""变更为""Hengkang medical Group Co.,Ltd.""。","Hengkang Medical Group Co.,Ltd.",恒康医疗(002219),恒康医疗集团股份有限公司,2008-03-06,2001-09-30,民营企业,其它,6.18,"片剂、糖浆剂、颗粒剂、散剂、酒剂、硬胶囊剂、软胶囊剂、口服液、合剂、丸剂(微丸)、滴丸剂(含中药前处理、提取)、凝胶膏;中、藏药材种植、研究,高原生物开发、收购(国家明令禁止的除外),中药饮片;药品、食品、医疗器械的研究开发及技术咨询;日化用品、生物制品销售;医疗投资管理。",深圳证券交易所
海南港澳国际信托投资有限公司,"    公司系经重庆市经济体制改革员会渝改革[1992]148号文批准,由中国重庆国际经济技术合作公司联合重庆市建设投资公司等单位共同发起,采用定向募集方式设立的股份有限公司。公司设立时注册资本为人民币5,000万元,其中内部职工股人民币1,000万元。1997年4月,本公司在深圳证券交易所发行普通股人民币1,000万股。,
    自2012年12月18日起,将公司名称由""重庆国际实业投资股份有限公司""变更为""中房重实地产股份有限公司""。,
    公司英文名称相应变更为""Cred-Chongshi Real Estate Corporation Limited""。,
    自2013年12月12日起,公司名称由""中房重实地产股份有限公司""变更为""中房地产股份有限公司"",公司英文名称由""Cred-Chongshi Real Estate Corporation Limited""变更为""China Real Estate Corperation Limited""。,
    2017年10月20日,公司名称由“中房地产股份有限公司”变更为“中交地产股份有限公司”,公司英文名称由“China Real Estate Corporation Limited”变更为“CCCG Real Estate Corporation Limited”。",CCCG Real Estate Corporation Limited,中交地产(000736),中交地产股份有限公司,1997-04-25,1993-02-03,国有企业,其它,3.30,"从事房地产开发经营业务,实业投资,物业管理,高科技开发,设备租赁,代理各类商品及技术的进出口业务(国家限定公司经营或禁止进出口的商品及技术除外),国际经济技术合作的往来函调查及咨询服务;销售矿产品(不含国家规定产品),化工产品,建筑材料,装饰材料(以上不含危险化学品),汽车(不含九座及九座以下乘用车),摩托车及零部件,五金,交电,木材,钢材,日用百货,纺织品,工艺美术品(不含金银饰品)。中小型水、火力发电成套设备的开发、制造、销售及技术咨询服务(国家有专项管理规定的除外)。",深圳证券交易所
